ID,NAME,TYPE,COLOR,世界旗帜
1,匈牙利,欧洲,#71558e
2,以色列,亚洲及大洋洲,#cd5db1
3,奥地利,欧洲,#71558e
4,香港,亚洲及大洋洲,#cd5db1
5,巴拉圭,南美洲,#ffac14
6,丹麦,欧洲,#71558e
7,芬兰,欧洲,#71558e
8,巴勒斯坦,亚洲及大洋洲,#cd5db1
9,新西兰,亚洲及大洋洲,#cd5db1
10,克罗地亚,欧洲,#71558e
11,爱尔兰,欧洲,#71558e
12,挪威,欧洲,#71558e
13,新加坡,亚洲及大洋洲,#cd5db1
14,阿联酋,亚洲及大洋洲,#cd5db1
15,牙买加,北美洲,#bd2649
16,俄罗斯,亚洲及大洋洲,#cd5db1
17,土耳其,亚洲及大洋洲,#cd5db1
18,西班牙,欧洲,#71558e
19,中国,亚洲及大洋洲,#cd5db1
20,印度,亚洲及大洋洲,#cd5db1
21,美国,北美洲,#bd2649
22,巴西,南美洲,#ffac14
23,墨西哥,北美洲,#bd2649
24,日本,亚洲及大洋洲,#cd5db1
25,英国,欧洲,#71558e
26,法国,欧洲,#71558e
27,意大利,欧洲,#71558e
28,南非,非洲,#ef7735
29,韩国,亚洲及大洋洲,#cd5db1
30,德国,欧洲,#71558e
31,哥伦比亚,南美洲,#ffac14
32,埃及,非洲,#ef7735
33,阿根廷,南美洲,#ffac14
34,乌克兰,欧洲,#71558e
35,加拿大,北美洲,#bd2649
36,委内瑞拉,南美洲,#ffac14
37,秘鲁,南美洲,#ffac14
38,萨尔瓦多,北美洲,#bd2649
39,澳大利亚,亚洲及大洋洲,#cd5db1
40,尼日尔,非洲,#ef7735
41,厄瓜多尔,南美洲,#ffac14
42,智利,南美洲,#ffac14
43,比利时,欧洲,#71558e
44,乍得,非洲,#ef7735
45,古巴,北美洲,#bd2649
46,玻利维亚,南美洲,#ffac14
47,希腊,欧洲,#71558e
48,葡萄牙,欧洲,#71558e
49,瑞典,欧洲,#71558e
50,瑞士,欧洲,#71558e
51,荷兰,欧洲,#71558e
52,摩洛哥,非洲,#ef7735
53,苏丹,非洲,#ef7735
54,索马里,非洲,#ef7735
55,塞拉利昂,非洲,#ef7735
56,突尼斯,非洲,#ef7735
57,津巴布韦,非洲,#ef7735
58,塞内加尔,非洲,#ef7735
59,乌干达,非洲,#ef7735
60,安哥拉,非洲,#ef7735
61,阿尔及利亚,非洲,#ef7735
62,喀麦隆,非洲,#ef7735
63,布基纳法索,非洲,#ef7735
64,博茨瓦纳,非洲,#ef7735
65,加纳,非洲,#ef7735
66,几内亚,非洲,#ef7735
67,科特迪瓦,非洲,#ef7735
68,肯尼亚,非洲,#ef7735
69,埃塞俄比亚,非洲,#ef7735
70,马达加斯加,非洲,#ef7735
71,洪都拉斯,北美洲,#bd2649
72,危地马拉,北美洲,#bd2649
73,波多黎各,北美洲,#bd2649
74,尼加拉瓜,北美洲,#bd2650
75,哥斯达黎加,北美洲,#bd2651
76,巴巴多斯,北美洲,#bd2652
77,安提瓜和巴布达,北美洲,#bd2653
78,阿鲁巴,北美洲,#bd2654
79,巴哈马,北美洲,#bd2655
80,海地,北美洲,#bd2656
81,圭亚那,南美洲,#ffac14
82,多米尼加共和国,南美洲,#ffac14
83,巴拿马,南美洲,#ffac14
84,圣文森特和格林纳丁斯,南美洲,#ffac14
85,圣卢西亚,南美洲,#ffac14
86,苏里南,南美洲,#ffac14
87,特立尼达和多巴哥,南美洲,#ffac14
88,乌拉圭,南美洲,#ffac14
