ID,NAME,TYPE,COLOR,世界の旗
1,ハンガリー,ヨーロッパ,#71558e
2,イスラエル,アジアとオセアニア,#cd5db1
3,オーストリア,ヨーロッパ,#71558e
4,香港,アジアとオセアニア,#cd5db1
5,パラグアイ,南アメリカ,#ffac14
6,デンマーク,ヨーロッパ,#71558e
7,フィンランド,ヨーロッパ,#71558e
8,パレスチナ,アジアとオセアニア,#cd5db1
9,ニュージーランド,アジアとオセアニア,#cd5db1
10,クロアチア,ヨーロッパ,#71558e
11,アイルランド,ヨーロッパ,#71558e
12,ノルウェー,ヨーロッパ,#71558e
13,シンガポール,アジアとオセアニア,#cd5db1
14,アラブ首長国連邦,アジアとオセアニア,#cd5db1
15,ジャマイカ,北アメリカ,#bd2649
16,ロシア,アジアとオセアニア,#cd5db1
17,トルコ,アジアとオセアニア,#cd5db1
18,スペイン,ヨーロッパ,#71558e
19,中国,アジアとオセアニア,#cd5db1
20,インド,アジアとオセアニア,#cd5db1
21,アメリカ合衆国,北アメリカ,#bd2649
22,ブラジル,南アメリカ,#ffac14
23,メキシコ,北アメリカ,#bd2649
24,日本,アジアとオセアニア,#cd5db1
25,イギリス,ヨーロッパ,#71558e
26,フランス,ヨーロッパ,#71558e
27,イタリア,ヨーロッパ,#71558e
28,南アフリカ,アフリカ,#ef7735
29,韓国,アジアとオセアニア,#cd5db1
30,ドイツ,ヨーロッパ,#71558e
31,コロンビア,南アメリカ,#ffac14
32,エジプト,アフリカ,#ef7735
33,アルゼンチン,南アメリカ,#ffac14
34,ウクライナ,ヨーロッパ,#71558e
35,カナダ,北アメリカ,#bd2649
36,ベネズエラ,南アメリカ,#ffac14
37,ペルー,南アメリカ,#ffac14
38,エルサルバドル,北アメリカ,#bd2649
39,オーストラリア,アジアとオセアニア,#cd5db1
40,ニジェール,アフリカ,#ef7735
41,エクアドル,南アメリカ,#ffac14
42,チリ,南アメリカ,#ffac14
43,ベルギー,ヨーロッパ,#71558e
44,チャド,アフリカ,#ef7735
45,キューバ,北アメリカ,#bd2649
46,ボリビア,南アメリカ,#ffac14
47,ギリシャ,ヨーロッパ,#71558e
48,ポルトガル,ヨーロッパ,#71558e
49,スウェーデン,ヨーロッパ,#71558e
50,スイス,ヨーロッパ,#71558e
51,オランダ,ヨーロッパ,#71558e
52,モロッコ,アフリカ,#ef7735
53,スーダン,アフリカ,#ef7735
54,ソマリア,アフリカ,#ef7735
55,シエラレオネ,アフリカ,#ef7735
56,チュニジア,アフリカ,#ef7735
57,ジンバブエ,アフリカ,#ef7735
58,セネガル,アフリカ,#ef7735
59,ウガンダ,アフリカ,#ef7735
60,アンゴラ,アフリカ,#ef7735
61,アルジェリア,アフリカ,#ef7735
62,カメルーン,アフリカ,#ef7735
63,ブルキナファソ,アフリカ,#ef7735
64,ボツワナ,アフリカ,#ef7735
65,ガーナ,アフリカ,#ef7735
66,ギニア,アフリカ,#ef7735
67,コートジボワール,アフリカ,#ef7735
68,ケニア,アフリカ,#ef7735
69,エチオピア,アフリカ,#ef7735
70,マダガスカル,アフリカ,#ef7735
71,ホンジュラス,北アメリカ,#bd2649
72,グアテマラ,北アメリカ,#bd2649
73,プエルトリコ,北アメリカ,#bd2649
74,ニカラグア,北アメリカ,#bd2650
75,コスタリカ,北アメリカ,#bd2651
76,バルバドス,北アメリカ,#bd2652
77,アンティグア・バーブーダ,北アメリカ,#bd2653
78,アルバ,北アメリカ,#bd2654
79,バハマ,北アメリカ,#bd2655
80,ハイチ,北アメリカ,#bd2656
81,ガイアナ,南アメリカ,#ffac14
82,ドミニカ共和国,南アメリカ,#ffac14
83,パナマ,南アメリカ,#ffac14
84,セントビンセントおよびグレナディーン諸島,南アメリカ,#ffac14
85,セントルシア,南アメリカ,#ffac14
86,スリナム,南アメリカ,#ffac14
87,トリニダード・トバゴ,南アメリカ,#ffac14
88,ウルグアイ,南アメリカ,#ffac14
